group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
get_bench,sled_12,,,,1262800.0,ns,1986
get_bench,sled_12,,,,2819400.0,ns,3972
get_bench,sled_12,,,,3268300.0,ns,5958
get_bench,sled_12,,,,4335100.0,ns,7944
get_bench,sled_12,,,,5315200.0,ns,9930
get_bench,sled_12,,,,6667400.0,ns,11916
get_bench,sled_12,,,,7158600.0,ns,13902
get_bench,sled_12,,,,8183300.0,ns,15888
get_bench,sled_12,,,,9184600.0,ns,17874
get_bench,sled_12,,,,10242400.0,ns,19860
get_bench,sled_12,,,,11285700.0,ns,21846
get_bench,sled_12,,,,12105500.0,ns,23832
get_bench,sled_12,,,,13313000.0,ns,25818
get_bench,sled_12,,,,14293900.0,ns,27804
get_bench,sled_12,,,,15121900.0,ns,29790
get_bench,sled_12,,,,16324000.0,ns,31776
get_bench,sled_12,,,,17136900.0,ns,33762
get_bench,sled_12,,,,18208300.0,ns,35748
get_bench,sled_12,,,,19309200.0,ns,37734
get_bench,sled_12,,,,20103900.0,ns,39720
get_bench,sled_12,,,,21130800.0,ns,41706
get_bench,sled_12,,,,22699200.0,ns,43692
get_bench,sled_12,,,,23958600.0,ns,45678
get_bench,sled_12,,,,24085900.0,ns,47664
get_bench,sled_12,,,,25194200.0,ns,49650
get_bench,sled_12,,,,26206600.0,ns,51636
get_bench,sled_12,,,,27240200.0,ns,53622
get_bench,sled_12,,,,27806200.0,ns,55608
get_bench,sled_12,,,,28933800.0,ns,57594
get_bench,sled_12,,,,30358700.0,ns,59580
get_bench,sled_12,,,,31052600.0,ns,61566
get_bench,sled_12,,,,32225700.0,ns,63552
get_bench,sled_12,,,,32950400.0,ns,65538
get_bench,sled_12,,,,34997300.0,ns,67524
get_bench,sled_12,,,,34703800.0,ns,69510
get_bench,sled_12,,,,35663500.0,ns,71496
get_bench,sled_12,,,,37132700.0,ns,73482
get_bench,sled_12,,,,37789800.0,ns,75468
get_bench,sled_12,,,,38789300.0,ns,77454
get_bench,sled_12,,,,42705300.0,ns,79440
get_bench,sled_12,,,,41110500.0,ns,81426
get_bench,sled_12,,,,43145500.0,ns,83412
get_bench,sled_12,,,,45718000.0,ns,85398
get_bench,sled_12,,,,44000700.0,ns,87384
get_bench,sled_12,,,,44499100.0,ns,89370
get_bench,sled_12,,,,46787600.0,ns,91356
get_bench,sled_12,,,,47299900.0,ns,93342
get_bench,sled_12,,,,48028300.0,ns,95328
get_bench,sled_12,,,,49225700.0,ns,97314
get_bench,sled_12,,,,51454100.0,ns,99300
get_bench,sled_12,,,,50940000.0,ns,101286
get_bench,sled_12,,,,51886500.0,ns,103272
get_bench,sled_12,,,,52405900.0,ns,105258
get_bench,sled_12,,,,54052900.0,ns,107244
get_bench,sled_12,,,,54708500.0,ns,109230
get_bench,sled_12,,,,55816800.0,ns,111216
get_bench,sled_12,,,,58132300.0,ns,113202
get_bench,sled_12,,,,57220000.0,ns,115188
get_bench,sled_12,,,,58853700.0,ns,117174
get_bench,sled_12,,,,59395100.0,ns,119160
get_bench,sled_12,,,,60305200.0,ns,121146
get_bench,sled_12,,,,61669600.0,ns,123132
get_bench,sled_12,,,,63072000.0,ns,125118
get_bench,sled_12,,,,65492100.0,ns,127104
get_bench,sled_12,,,,64387800.0,ns,129090
get_bench,sled_12,,,,65252300.0,ns,131076
get_bench,sled_12,,,,66618500.0,ns,133062
get_bench,sled_12,,,,67299200.0,ns,135048
get_bench,sled_12,,,,68836800.0,ns,137034
get_bench,sled_12,,,,70097200.0,ns,139020
get_bench,sled_12,,,,70633300.0,ns,141006
get_bench,sled_12,,,,71174800.0,ns,142992
get_bench,sled_12,,,,72941400.0,ns,144978
get_bench,sled_12,,,,73073000.0,ns,146964
get_bench,sled_12,,,,74868200.0,ns,148950
get_bench,sled_12,,,,75934500.0,ns,150936
get_bench,sled_12,,,,76643000.0,ns,152922
get_bench,sled_12,,,,77737000.0,ns,154908
get_bench,sled_12,,,,79013200.0,ns,156894
get_bench,sled_12,,,,79577100.0,ns,158880
get_bench,sled_12,,,,80465400.0,ns,160866
get_bench,sled_12,,,,81561700.0,ns,162852
get_bench,sled_12,,,,82311800.0,ns,164838
get_bench,sled_12,,,,83978900.0,ns,166824
get_bench,sled_12,,,,86026900.0,ns,168810
get_bench,sled_12,,,,85710700.0,ns,170796
get_bench,sled_12,,,,88710900.0,ns,172782
get_bench,sled_12,,,,88457900.0,ns,174768
get_bench,sled_12,,,,88994400.0,ns,176754
get_bench,sled_12,,,,92187300.0,ns,178740
get_bench,sled_12,,,,91482200.0,ns,180726
get_bench,sled_12,,,,92933800.0,ns,182712
get_bench,sled_12,,,,94117500.0,ns,184698
get_bench,sled_12,,,,94603700.0,ns,186684
get_bench,sled_12,,,,94766200.0,ns,188670
get_bench,sled_12,,,,95376800.0,ns,190656
get_bench,sled_12,,,,96648300.0,ns,192642
get_bench,sled_12,,,,102865800.0,ns,194628
get_bench,sled_12,,,,100337200.0,ns,196614
get_bench,sled_12,,,,99623600.0,ns,198600
